date,year,month,day,weekofyear,weekday,is_weekend,is_holiday,temperature,rain_mm,store_id,country,city,channel,latitude,longitude,sku_id,sku_name,category,subcategory,brand,units_sold,list_price,discount_pct,promo_flag,gross_sales,net_sales,stock_on_hand,stock_out_flag,lead_time_days,supplier_id,purchase_cost,margin_pct
2022-09-02,2022,9,2,35,4,0,0,16.05,1.86,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0056,BrandB Milk,Dairy,Milk,BrandB,55,5.06,0.0,0,278.3,278.3,98,0,10,S012,8.68,0.414
2021-07-29,2021,7,29,30,3,0,0,12.11,0.74,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0056,BrandB Milk,Dairy,Milk,BrandB,33,5.06,0.0,0,166.98,166.98,247,0,7,S034,2.36,0.343
2022-05-03,2022,5,3,18,1,0,0,9.01,0.81,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0075,BrandC Softener,Home Care,Softener,BrandC,80,1.72,0.15,1,137.6,116.96,243,0,1,S013,7.4,0.489
2023-10-04,2023,10,4,40,2,0,0,6.93,0.4,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0017,BrandE Water,Beverages,Water,BrandE,82,1.91,0.15,1,156.62,133.13,449,0,2,S056,7.97,0.4
2021-06-04,2021,6,4,22,4,0,0,16.42,1.97,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,30,10.58,0.0,0,317.4,317.4,380,0,1,S035,2.81,0.489
2023-11-06,2023,11,6,45,0,0,0,19.86,3.33,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0102,BrandF Toothpaste,Personal Care,Toothpaste,BrandF,51,3.26,0.0,0,166.26,166.26,287,0,4,S035,5.1,0.445
2023-02-20,2023,2,20,8,0,0,0,12.58,3.91,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0095,BrandE Soap,Personal Care,Soap,BrandE,101,8.42,0.0,0,850.42,850.42,318,0,1,S050,5.97,0.303
2022-11-29,2022,11,29,48,1,0,0,18.28,1.88,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0071,BrandE Detergent,Home Care,Detergent,BrandE,256,14.47,0.0,0,3704.32,3704.32,283,0,1,S052,0.61,0.279
2022-04-02,2022,4,2,13,5,1,0,11.15,0.44,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0015,BrandC Water,Beverages,Water,BrandC,37,9.29,0.0,0,343.73,343.73,407,0,5,S034,2.93,0.435
2023-10-15,2023,10,15,41,6,1,0,11.14,2.58,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0091,BrandA Soap,Personal Care,Soap,BrandA,131,5.77,0.0,0,755.87,755.87,233,0,3,S016,6.11,0.449
2022-01-01,2022,1,1,52,5,1,1,13.04,2.27,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0042,BrandF Biscuits,Snacks,Biscuits,BrandF,94,5.63,0.0,0,529.22,529.22,215,0,9,S028,9.63,0.487
2022-08-07,2022,8,7,31,6,1,0,19.19,3.45,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0004,BrandD Soda,Beverages,Soda,BrandD,29,1.81,0.0,0,52.49,52.49,292,0,2,S008,6.51,0.483
2023-07-06,2023,7,6,27,3,0,0,16.05,0.59,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0037,BrandA Biscuits,Snacks,Biscuits,BrandA,146,1.08,0.0,0,157.68,157.68,353,0,15,S056,5.08,0.187
2023-12-16,2023,12,16,50,5,1,0,8.77,0.6,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0091,BrandA Soap,Personal Care,Soap,BrandA,0,5.77,0.0,0,0.0,0.0,393,1,9,S058,1.82,0.451
2021-02-21,2021,2,21,7,6,1,0,14.11,4.29,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,91,10.58,0.0,0,962.78,962.78,318,0,9,S037,0.61,0.338
2021-07-13,2021,7,13,28,1,0,0,11.22,1.5,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0066,BrandF Cheese,Dairy,Cheese,BrandF,52,6.84,0.0,0,355.68,355.68,280,0,13,S041,9.79,0.304
2021-07-20,2021,7,20,29,1,0,0,6.43,0.94,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0021,BrandC Energy drink,Beverages,Energy drink,BrandC,45,2.71,0.0,0,121.95,121.95,212,0,3,S032,9.12,0.193
2023-11-04,2023,11,4,44,5,1,0,9.92,4.35,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0080,BrandB Cleaner,Home Care,Cleaner,BrandB,40,4.33,0.0,0,173.2,173.2,211,0,1,S041,0.77,0.31
2021-09-04,2021,9,4,35,5,1,0,13.06,6.25,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0041,BrandE Biscuits,Snacks,Biscuits,BrandE,26,13.08,0.0,0,340.08,340.08,264,0,15,S048,8.89,0.437
2022-06-15,2022,6,15,24,2,0,0,9.73,1.63,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0059,BrandE Milk,Dairy,Milk,BrandE,85,12.25,0.0,0,1041.25,1041.25,154,0,4,S005,9.72,0.285
2021-04-13,2021,4,13,15,1,0,0,14.71,2.13,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0084,BrandF Cleaner,Home Care,Cleaner,BrandF,136,5.49,0.0,0,746.64,746.64,280,0,3,S005,6.14,0.504
2021-08-31,2021,8,31,35,1,0,0,16.26,1.44,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0069,BrandC Detergent,Home Care,Detergent,BrandC,38,8.26,0.0,0,313.88,313.88,401,0,15,S005,2.13,0.334
2022-11-04,2022,11,4,44,4,0,0,13.36,4.39,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0045,BrandC Nuts,Snacks,Nuts,BrandC,91,13.42,0.0,0,1221.22,1221.22,143,0,7,S014,5.43,0.391
2021-07-18,2021,7,18,28,6,1,0,14.29,3.33,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0099,BrandC Toothpaste,Personal Care,Toothpaste,BrandC,11,11.16,0.0,0,122.76,122.76,259,0,11,S038,5.41,0.451
2022-08-29,2022,8,29,35,0,0,0,12.35,5.59,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0033,BrandC Chocolate,Snacks,Chocolate,BrandC,23,4.93,0.0,0,113.39,113.39,338,0,14,S052,2.73,0.337
2022-08-02,2022,8,2,31,1,0,0,10.55,1.25,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0055,BrandA Milk,Dairy,Milk,BrandA,27,4.2,0.0,0,113.4,113.4,304,0,3,S060,6.74,0.441
2022-12-14,2022,12,14,50,2,0,0,12.0,1.6,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0070,BrandD Detergent,Home Care,Detergent,BrandD,33,6.09,0.0,0,200.97,200.97,428,0,5,S002,0.86,0.489
2023-10-15,2023,10,15,41,6,1,0,13.85,6.99,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0089,BrandE Shampoo,Personal Care,Shampoo,BrandE,17,10.67,0.0,0,181.39,181.39,197,0,3,S059,1.47,0.312
2021-07-07,2021,7,7,27,2,0,0,12.99,5.33,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0089,BrandE Shampoo,Personal Care,Shampoo,BrandE,41,10.67,0.0,0,437.47,437.47,206,0,10,S021,6.51,0.539
2021-05-06,2021,5,6,18,3,0,0,12.96,1.22,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0032,BrandB Chocolate,Snacks,Chocolate,BrandB,11,12.6,0.0,0,138.6,138.6,261,0,11,S015,7.41,0.302
2021-09-17,2021,9,17,37,4,0,0,19.49,2.29,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0002,BrandB Soda,Beverages,Soda,BrandB,26,11.25,0.0,0,292.5,292.5,417,0,14,S060,0.72,0.391
2021-08-03,2021,8,3,31,1,0,0,15.06,2.25,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0001,BrandA Soda,Beverages,Soda,BrandA,99,6.24,0.0,0,617.76,617.76,349,0,13,S034,1.85,0.525
2021-06-29,2021,6,29,26,1,0,0,9.02,1.01,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,51,11.8,0.0,0,601.8,601.8,274,0,14,S023,0.72,0.334
2022-04-06,2022,4,6,14,2,0,0,16.7,1.8,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0018,BrandF Water,Beverages,Water,BrandF,39,14.52,0.0,0,566.28,566.28,357,0,12,S024,1.96,0.471
2023-11-06,2023,11,6,45,0,0,0,15.23,2.42,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0057,BrandC Milk,Dairy,Milk,BrandC,50,14.02,0.0,0,701.0,701.0,297,0,15,S052,3.43,0.345
2021-03-17,2021,3,17,11,2,0,0,10.46,2.39,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0042,BrandF Biscuits,Snacks,Biscuits,BrandF,63,5.63,0.0,0,354.69,354.69,197,0,7,S012,2.26,0.424
2022-06-13,2022,6,13,24,0,0,0,12.63,6.48,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0005,BrandE Soda,Beverages,Soda,BrandE,109,9.42,0.0,0,1026.78,1026.78,349,0,13,S035,3.05,0.414
2023-07-06,2023,7,6,27,3,0,0,14.23,5.78,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0010,BrandD Juice,Beverages,Juice,BrandD,80,7.05,0.0,0,564.0,564.0,216,0,11,S058,2.59,0.297
2022-03-09,2022,3,9,10,2,0,0,6.94,2.84,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0035,BrandE Chocolate,Snacks,Chocolate,BrandE,59,2.04,0.0,0,120.36,120.36,166,0,13,S027,3.26,0.374
2022-11-04,2022,11,4,44,4,0,0,15.27,0.25,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0048,BrandF Nuts,Snacks,Nuts,BrandF,42,11.79,0.0,0,495.18,495.18,312,0,9,S024,8.43,0.385
2021-10-09,2021,10,9,40,5,1,0,5.91,2.29,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0009,BrandC Juice,Beverages,Juice,BrandC,63,5.26,0.0,0,331.38,331.38,319,0,7,S005,2.11,0.496
2021-10-17,2021,10,17,41,6,1,0,14.2,5.83,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,39,2.68,0.0,0,104.52,104.52,205,0,8,S021,3.39,0.144
2023-03-18,2023,3,18,11,5,1,0,9.11,2.24,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,110,10.9,0.0,0,1199.0,1199.0,293,0,6,S007,1.49,0.44
2023-04-29,2023,4,29,17,5,1,0,6.62,0.42,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0024,BrandF Energy drink,Beverages,Energy drink,BrandF,126,5.36,0.0,0,675.36,675.36,196,0,5,S051,1.03,0.193
2023-08-01,2023,8,1,31,1,0,0,6.61,4.46,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0047,BrandE Nuts,Snacks,Nuts,BrandE,18,11.65,0.1,1,209.7,188.73,94,0,9,S015,2.74,0.429
2023-09-13,2023,9,13,37,2,0,0,7.27,2.21,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0031,BrandA Chocolate,Snacks,Chocolate,BrandA,26,6.44,0.0,0,167.44,167.44,259,0,1,S033,5.46,0.357
2021-09-20,2021,9,20,38,0,0,0,13.17,2.4,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0027,BrandC Chips,Snacks,Chips,BrandC,51,14.15,0.0,0,721.65,721.65,309,0,11,S058,7.34,0.236
2021-01-01,2021,1,1,53,4,0,1,11.78,1.2,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0033,BrandC Chocolate,Snacks,Chocolate,BrandC,89,4.93,0.0,0,438.77,438.77,221,0,9,S033,2.18,0.444
2023-01-22,2023,1,22,3,6,1,0,13.95,2.78,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0004,BrandD Soda,Beverages,Soda,BrandD,16,1.81,0.0,0,28.96,28.96,375,0,3,S010,5.75,0.493
2021-03-11,2021,3,11,10,3,0,0,16.83,2.76,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0089,BrandE Shampoo,Personal Care,Shampoo,BrandE,28,10.67,0.0,0,298.76,298.76,355,0,15,S022,7.37,0.449
2022-10-17,2022,10,17,42,0,0,0,7.3,4.96,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0075,BrandC Softener,Home Care,Softener,BrandC,43,1.72,0.0,0,73.96,73.96,385,0,6,S055,6.18,0.438
2021-11-11,2021,11,11,45,3,0,0,12.37,0.86,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0098,BrandB Toothpaste,Personal Care,Toothpaste,BrandB,129,5.75,0.15,1,741.75,630.49,303,0,4,S001,6.11,0.492
2022-10-02,2022,10,2,39,6,1,0,12.79,1.34,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,45,4.19,0.0,0,188.55,188.55,470,0,11,S053,3.97,0.375
2023-12-12,2023,12,12,50,1,0,0,13.25,3.0,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0077,BrandE Softener,Home Care,Softener,BrandE,59,3.03,0.0,0,178.77,178.77,221,0,3,S010,5.08,0.289
2023-07-15,2023,7,15,28,5,1,0,11.46,1.45,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0002,BrandB Soda,Beverages,Soda,BrandB,56,11.25,0.0,0,630.0,630.0,319,0,15,S026,5.87,0.478
2021-11-24,2021,11,24,47,2,0,0,12.04,5.28,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0089,BrandE Shampoo,Personal Care,Shampoo,BrandE,13,10.67,0.0,0,138.71,138.71,327,0,13,S017,5.57,0.435
2023-03-14,2023,3,14,11,1,0,0,12.14,7.02,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0069,BrandC Detergent,Home Care,Detergent,BrandC,57,8.26,0.0,0,470.82,470.82,258,0,8,S010,2.33,0.508
2021-05-28,2021,5,28,21,4,0,0,11.09,4.74,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0073,BrandA Softener,Home Care,Softener,BrandA,13,4.99,0.0,0,64.87,64.87,278,0,14,S034,9.98,0.475
2023-06-14,2023,6,14,24,2,0,0,12.17,1.68,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0012,BrandF Juice,Beverages,Juice,BrandF,40,5.09,0.0,0,203.6,203.6,98,0,15,S038,2.07,0.16
2021-02-24,2021,2,24,8,2,0,0,9.51,2.98,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0005,BrandE Soda,Beverages,Soda,BrandE,53,9.42,0.0,0,499.26,499.26,240,0,1,S036,8.84,0.409
2021-12-03,2021,12,3,48,4,0,0,5.85,2.08,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0091,BrandA Soap,Personal Care,Soap,BrandA,60,5.77,0.0,0,346.2,346.2,282,0,1,S023,9.41,0.227
2023-06-06,2023,6,6,23,1,0,0,12.21,0.46,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0021,BrandC Energy drink,Beverages,Energy drink,BrandC,115,2.71,0.0,0,311.65,311.65,407,0,5,S041,4.12,0.454
2021-04-14,2021,4,14,15,2,0,0,12.9,1.56,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0056,BrandB Milk,Dairy,Milk,BrandB,13,5.06,0.0,0,65.78,65.78,301,0,2,S006,6.43,0.436
2023-03-07,2023,3,7,10,1,0,0,14.95,0.62,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0055,BrandA Milk,Dairy,Milk,BrandA,41,4.2,0.0,0,172.2,172.2,308,0,2,S011,7.91,0.427
2021-01-23,2021,1,23,3,5,1,0,11.06,4.57,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0071,BrandE Detergent,Home Care,Detergent,BrandE,65,14.47,0.0,0,940.55,940.55,201,0,3,S029,2.08,0.378
2022-07-07,2022,7,7,27,3,0,0,16.07,3.81,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0068,BrandB Detergent,Home Care,Detergent,BrandB,146,14.2,0.0,0,2073.2,2073.2,415,0,2,S056,8.08,0.418
2023-09-02,2023,9,2,35,5,1,0,14.42,5.4,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0016,BrandD Water,Beverages,Water,BrandD,35,9.51,0.0,0,332.85,332.85,345,0,13,S045,3.65,0.245
2022-11-03,2022,11,3,44,3,0,0,11.36,4.12,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0074,BrandB Softener,Home Care,Softener,BrandB,22,9.53,0.0,0,209.66,209.66,201,0,4,S034,4.67,0.396
2021-09-08,2021,9,8,36,2,0,0,10.67,1.05,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0049,BrandA Yogurt,Dairy,Yogurt,BrandA,57,8.32,0.0,0,474.24,474.24,235,0,14,S028,8.48,0.288
2022-06-10,2022,6,10,23,4,0,0,15.69,1.91,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0043,BrandA Nuts,Snacks,Nuts,BrandA,20,5.35,0.0,0,107.0,107.0,312,0,10,S021,3.06,0.475
2023-02-01,2023,2,1,5,2,0,0,12.57,1.21,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0013,BrandA Water,Beverages,Water,BrandA,31,7.38,0.0,0,228.78,228.78,281,0,14,S051,2.05,0.367
2023-06-01,2023,6,1,22,3,0,0,12.66,3.55,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0018,BrandF Water,Beverages,Water,BrandF,45,14.52,0.0,0,653.4,653.4,388,0,4,S005,5.74,0.382
2021-01-12,2021,1,12,2,1,0,0,12.6,3.69,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,48,2.68,0.0,0,128.64,128.64,408,0,12,S054,2.13,0.431
